"Population by Mother tongue","Number"
"Achhami",""
"Female","209"
"Male","160"
"Baitadeli",""
"Female","972"
"Male","883"
"Bajhangi",""
"Female","958"
"Male","762"
"Bajureli",""
"Female","1760"
"Male","1558"
"Bangla",""
"Female","6"
"Male","7"
"Bhojpuri",""
"Female","6"
"Male","5"
"Dailekhi",""
"Female","132"
"Male","111"
"Darchuleli",""
"Female","21"
"Male","25"
"Doteli",""
"Female","5067"
"Male","4529"
"Gurung",""
"Female","38"
"Male","32"
"Hindi",""
"Female","9"
"Male","12"
"Jumli",""
"Female","8"
"Male","9"
"Limbu",""
"Female","12"
"Male","11"
"Magar",""
"Female","277"
"Male","226"
"Maithili",""
"Female","25"
"Male","30"
"Nepali",""
"Female","11487"
"Male","9656"
"Others",""
"Female","127"
"Male","106"
"Sign Language",""
"Female","9"
"Male","8"
