"Population by Caste Ethinicity","Number"
"Amat",""
"Female","1166"
"Male","1147"
"","2313"
"Badhaee",""
"Female","6537"
"Male","6522"
"","13059"
"Badi",""
"Female","211"
"Male","214"
"","425"
"Bahing",""
"Female","89"
"Male","80"
"","169"
"Bangali",""
"Female","2722"
"Male","2900"
"","5622"
"Bantaba",""
"Female","32"
"Male","38"
"","70"
"Bantar/Sardar",""
"Female","10551"
"Male","9585"
"","20136"
"Baraee",""
"Female","30880"
"Male","31227"
"","62107"
"Bhote",""
"Female","650"
"Male","608"
"","1258"
"Bin",""
"Female","35356"
"Male","35466"
"","70822"
"Bote",""
"Female","262"
"Male","265"
"","527"
"Brahman - Hill",""
"Female","64793"
"Male","61217"
"","126010"
"Brahman - Tarai",""
"Female","48071"
"Male","51052"
"","99123"
"Byasi/Sauka",""
"Female","45"
"Male","45"
"","90"
"Chamar/ Harijan/ Ram",""
"Female","114020"
"Male","113289"
"","227309"
"Chamling",""
"Female","36"
"Male","31"
"","67"
"Chepang /Praja",""
"Female","151"
"Male","120"
"","271"
"Chhantyal/Chhantel",""
"Female","21"
"Male","8"
"","29"
"Chhetri",""
"Female","55555"
"Male","52000"
"","107555"
"Chidimar",""
"Female","8"
"Male","4"
"","12"
"Dalit Others",""
"Female","1069"
"Male","971"
"","2040"
"Damai/Dholi",""
"Female","5613"
"Male","5272"
"","10885"
"Danuwar",""
"Female","18178"
"Male","16787"
"","34965"
"Darai",""
"Female","63"
"Male","73"
"","136"
"Dev",""
"Female","563"
"Male","615"
"","1178"
"Dhandi",""
"Female","6"
"Male","6"
"","12"
"Dhankar/ Dharikar",""
"Female","506"
"Male","504"
"","1010"
"Dhanuk",""
"Female","94753"
"Male","93284"
"","188037"
"Dhimal",""
"Female","54"
"Male","58"
"","112"
"Dhobi",""
"Female","31505"
"Male","32697"
"","64202"
"Dhunia",""
"Female","5875"
"Male","5710"
"","11585"
"Dom",""
"Female","4778"
"Male","4800"
"","9578"
"Dura",""
"Female","5"
"Male","9"
"","14"
"Dusadh/ Pasawan/ Pasi",""
"Female","74686"
"Male","75858"
"","150544"
"Foreigner",""
"Female","331"
"Male","358"
"","689"
"Gaderi/Bhedihar",""
"Female","6805"
"Male","6739"
"","13544"
"Gaine",""
"Female","23"
"Male","26"
"","49"
"Gangai",""
"Female","126"
"Male","139"
"","265"
"Ghale",""
"Female","515"
"Male","486"
"","1001"
"Gharti/Bhujel",""
"Female","3731"
"Male","3577"
"","7308"
"Gurung",""
"Female","1610"
"Male","1519"
"","3129"
"Hajam/Thakur",""
"Female","36772"
"Male","36776"
"","73548"
"Halkhor",""
"Female","1743"
"Male","1848"
"","3591"
"Halwai",""
"Female","22602"
"Male","22805"
"","45407"
"Hayu",""
"Female","99"
"Male","86"
"","185"
"Hyolmo",""
"Female","94"
"Male","89"
"","183"
"Janajati Others",""
"Female","38"
"Male","30"
"","68"
"Jhangad/ Dhagar",""
"Female","2521"
"Male","2476"
"","4997"
"Jirel",""
"Female","6"
"Male","5"
"","11"
"Kahar",""
"Female","2701"
"Male","3005"
"","5706"
"Kalar",""
"Female","247"
"Male","259"
"","506"
"Kalwar",""
"Female","48007"
"Male","51454"
"","99461"
"Kamar",""
"Female","172"
"Male","150"
"","322"
"Kami",""
"Female","15714"
"Male","14870"
"","30584"
"Kanu",""
"Female","55795"
"Male","60624"
"","116419"
"Kathabaniyan",""
"Female","36447"
"Male","38544"
"","74991"
"Kayastha",""
"Female","12529"
"Male","12977"
"","25506"
"Kewat",""
"Female","39518"
"Male","37621"
"","77139"
"Khaling",""
"Female","4"
"Male","8"
"","12"
"Khatwe",""
"Female","47014"
"Male","44971"
"","91985"
"Khawas",""
"Female","89"
"Male","94"
"","183"
"Koche",""
"Female","82"
"Male","77"
"","159"
"Koiri/Kushwaha",""
"Female","120266"
"Male","125756"
"","246022"
"Kumal",""
"Female","5983"
"Male","6302"
"","12285"
"Kumhar",""
"Female","27645"
"Male","28658"
"","56303"
"Kurmi",""
"Female","73917"
"Male","78904"
"","152821"
"Kusunda",""
"Female","5"
"Male","9"
"","14"
"Lepcha",""
"Female","27"
"Male","35"
"","62"
"Lhomi",""
"Female","87"
"Male","57"
"","144"
"Limbu",""
"Female","792"
"Male","674"
"","1466"
"Lodh",""
"Female","17"
"Male","15"
"","32"
"Lohar",""
"Female","25978"
"Male","27641"
"","53619"
"Magar",""
"Female","33061"
"Male","30927"
"","63988"
"Majhi",""
"Female","6708"
"Male","6350"
"","13058"
"Mali",""
"Female","5668"
"Male","5844"
"","11512"
"Mallaha",""
"Female","60226"
"Male","61369"
"","121595"
"Marwadi",""
"Female","5774"
"Male","6279"
"","12053"
"Meche",""
"Female","163"
"Male","161"
"","324"
"Mewahang Bala",""
"Female","71"
"Male","64"
"","135"
"Munda",""
"Female","11"
"Male","6"
"","17"
"Musahar",""
"Female","80899"
"Male","81930"
"","162829"
"Musalman",""
"Female","316765"
"Male","308190"
"","624955"
"Nachhiring",""
"Female","18"
"Male","13"
"","31"
"Natuwa",""
"Female","1055"
"Male","1109"
"","2164"
"Newar",""
"Female","20320"
"Male","19689"
"","40009"
"Nuniya",""
"Female","29056"
"Male","30889"
"","59945"
"Others",""
"Female","4665"
"Male","2847"
"","7512"
"Pahari",""
"Female","313"
"Male","334"
"","647"
"Pattharkatta/ Kushwadiya",""
"Female","76"
"Male","78"
"","154"
"Punjabi/Sikh",""
"Female","1792"
"Male","1822"
"","3614"
"Rai",""
"Female","5463"
"Male","5179"
"","10642"
"Rajbansi",""
"Female","164"
"Male","158"
"","322"
"Rajbhar",""
"Female","1008"
"Male","1100"
"","2108"
"Rajdhob",""
"Female","6130"
"Male","6167"
"","12297"
"Rajput",""
"Female","14780"
"Male","16143"
"","30923"
"Raute",""
"Female","30"
"Male","26"
"","56"
"Sanyasi/Dasnami",""
"Female","10645"
"Male","11082"
"","21727"
"Sarbaria",""
"Female","224"
"Male","216"
"","440"
"Sarki",""
"Female","3268"
"Male","3015"
"","6283"
"Satar/ Santhal",""
"Female","169"
"Male","176"
"","345"
"Sherpa",""
"Female","105"
"Male","73"
"","178"
"Sonar",""
"Female","26273"
"Male","27776"
"","54049"
"Sudhi",""
"Female","38527"
"Male","39971"
"","78498"
"Sunuwar",""
"Female","3436"
"Male","3206"
"","6642"
"Tajpuriya",""
"Female","32"
"Male","35"
"","67"
"Tamang",""
"Female","59924"
"Male","56851"
"","116775"
"Tatma/Tatwa",""
"Female","49653"
"Male","49229"
"","98882"
"Teli",""
"Female","134429"
"Male","140471"
"","274900"
"Terai Others",""
"Female","23146"
"Male","22967"
"","46113"
"Thakali",""
"Female","10"
"Male","3"
"","13"
"Thakuri",""
"Female","2189"
"Male","2038"
"","4227"
"Thami",""
"Female","184"
"Male","165"
"","349"
"Tharu",""
"Female","145833"
"Male","138047"
"","283880"
"Thulung",""
"Female","7"
"Male","6"
"","13"
"Undefined Others",""
"Female","1930"
"Male","1882"
"","3812"
"Walung",""
"Female","3"
"Male","8"
"","11"
"Yadav",""
"Female","389925"
"Male","407741"
"","797666"
"Yakkha",""
"Female","2281"
"Male","2320"
"","4601"
