"Population by Mother tongue","Number"
"Avadhi",""
"Female","9532"
"Male","10838"
"","20370"
"Doteli",""
"Female","66"
"Male","59"
"","125"
"Magar",""
"Female","90"
"Male","87"
"","177"
"Maithili",""
"Female","239"
"Male","291"
"","530"
"Nepali",""
"Female","2536"
"Male","2131"
"","4667"
"Newar",""
"Female","11"
"Male","15"
"","26"
"Not Reported",""
"Female","12"
"Male","10"
"","22"
"Others",""
"Female","13"
"Male","9"
"","22"
"Rai",""
"Female","6"
"Male","7"
"","13"
"Tharu",""
"Female","225"
"Male","204"
"","429"
"Urdu",""
"Female","5453"
"Male","5626"
"","11079"
