"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5"
"Cow Dung","63"
"Electricity Fuel","1"
"KeroseneFuel","83"
"LP Gas","17"
"Not Sated about Fuel","21"
"OthersFuel","0"
"Wood/FireWood","6400"
"Total","6590"
