"Population by Mother tongue","Number"
"Avadhi",""
"Female","8"
"Male","3"
"","11"
"Bote",""
"Female","762"
"Male","632"
"","1394"
"Dolpali",""
"Female","860"
"Male","754"
"","1614"
"Gurung",""
"Female","1312"
"Male","1116"
"","2428"
"Kaike",""
"Female","9"
"Male","8"
"","17"
"Kham",""
"Female","505"
"Male","478"
"","983"
"Magar",""
"Female","1001"
"Male","876"
"","1877"
"Maithili",""
"Female","5"
"Male","13"
"","18"
"Nepali",""
"Female","12768"
"Male","12575"
"","25343"
"Newar",""
"Female","3"
"Male","8"
"","11"
"Others",""
"Female","30"
"Male","70"
"","100"
"Sherpa",""
"Female","1118"
"Male","1037"
"","2155"
"Sign Language",""
"Female","13"
"Male","29"
"","42"
"Tamang",""
"Female","53"
"Male","71"
"","124"
"Urdu",""
"Female","0"
"Male","11"
"","11"
