"Population by Religion","Number"
"Bahai","0"
"Bon","11"
"Buddism","10788"
"Christianity","140"
"Hindu","25745"
"Islam","14"
"Jainism","0"
"Kirat","1"
"Prakriti","0"
"Sikhism","0"
"Undefined","1"
"Total","36700"
