"Population by Caste Ethinicity","Number"
"Bhote",""
"Female","120"
"Male","120"
"","240"
"Brahman - Hill",""
"Female","240"
"Male","296"
"","536"
"Chhetri",""
"Female","8215"
"Male","8036"
"","16251"
"Dalit Others",""
"Female","8"
"Male","8"
"","16"
"Damai/Dholi",""
"Female","288"
"Male","284"
"","572"
"Dolpo",""
"Female","2137"
"Male","1922"
"","4059"
"Gurung",""
"Female","1392"
"Male","1176"
"","2568"
"Kami",""
"Female","1679"
"Male","1613"
"","3292"
"Magar",""
"Female","2384"
"Male","2152"
"","4536"
"Musalman",""
"Female","0"
"Male","13"
"","13"
"Newar",""
"Female","40"
"Male","34"
"","74"
"Others",""
"Female","36"
"Male","80"
"","116"
"Sanyasi/Dasnami",""
"Female","26"
"Male","33"
"","59"
"Sarki",""
"Female","508"
"Male","501"
"","1009"
"Tamang",""
"Female","203"
"Male","213"
"","416"
"Thakali",""
"Female","8"
"Male","6"
"","14"
"Thakuri",""
"Female","1157"
"Male","1170"
"","2327"
"Tharu",""
"Female","2"
"Male","17"
"","19"
"Yadav",""
"Female","4"
"Male","7"
"","11"
