"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","650"
"Electricity Fuel","5"
"KeroseneFuel","16"
"LP Gas","6"
"Not Sated about Fuel","21"
"OthersFuel","114"
"Wood/FireWood","6646"
"Total","7466"
