"Population by Mother tongue","Number"
"Bahing",""
"Female","18"
"Male","24"
"","42"
"Bantawa",""
"Female","1659"
"Male","1597"
"","3256"
"Bhujel",""
"Female","12"
"Male","10"
"","22"
"Chamling",""
"Female","107"
"Male","101"
"","208"
"Gurung",""
"Female","1412"
"Male","1235"
"","2647"
"Khaling",""
"Female","6"
"Male","8"
"","14"
"Kulung",""
"Female","7"
"Male","6"
"","13"
"Limbu",""
"Female","1012"
"Male","883"
"","1895"
"Magar",""
"Female","251"
"Male","237"
"","488"
"Maithili",""
"Female","11"
"Male","21"
"","32"
"Nachhiring",""
"Female","42"
"Male","49"
"","91"
"Nepali",""
"Female","1884"
"Male","1755"
"","3639"
"Newar",""
"Female","18"
"Male","19"
"","37"
"Not Reported",""
"Female","12"
"Male","6"
"","18"
"Others",""
"Female","60"
"Male","55"
"","115"
"Rai",""
"Female","1109"
"Male","1141"
"","2250"
"Sampang",""
"Female","10"
"Male","7"
"","17"
"Sherpa",""
"Female","324"
"Male","337"
"","661"
"Sunuwar",""
"Female","143"
"Male","115"
"","258"
"Tamang",""
"Female","73"
"Male","70"
"","143"
"Thulung",""
"Female","105"
"Male","114"
"","219"
