"Population by Five Years Age Group","Number"
"0-4",""
"Female","15023"
"Male","15579"
"10-14",""
"Female","15170"
"Male","15053"
"15-19",""
"Female","11691"
"Male","9285"
"20-24",""
"Female","9998"
"Male","7046"
"25-29",""
"Female","8238"
"Male","6038"
"30-34",""
"Female","6903"
"Male","4708"
"35-39",""
"Female","6193"
"Male","4403"
"40-44",""
"Female","5167"
"Male","3753"
"45-49",""
"Female","4239"
"Male","3313"
"50-54",""
"Female","3797"
"Male","3082"
"55-59",""
"Female","3164"
"Male","2763"
"5-9",""
"Female","15369"
"Male","15701"
"60-64",""
"Female","3822"
"Male","2453"
"65-69",""
"Female","2564"
"Male","1808"
"70-74",""
"Female","1623"
"Male","1221"
"75+",""
"Female","1533"
"Male","1046"
