"Population by Single Year of Age","Number"
"0",""
"Female","2790"
"Male","2882"
"1",""
"Female","2448"
"Male","2533"
"10",""
"Female","3461"
"Male","3562"
"11",""
"Female","2525"
"Male","2547"
"12",""
"Female","3661"
"Male","3677"
"13",""
"Female","2669"
"Male","2686"
"14",""
"Female","2854"
"Male","2581"
"15",""
"Female","2633"
"Male","2327"
"16",""
"Female","2626"
"Male","2139"
"17",""
"Female","2078"
"Male","1565"
"18",""
"Female","2836"
"Male","2103"
"19",""
"Female","1518"
"Male","1151"
"2",""
"Female","3153"
"Male","3328"
"20",""
"Female","2764"
"Male","1756"
"21",""
"Female","1608"
"Male","1149"
"22",""
"Female","2320"
"Male","1649"
"23",""
"Female","1548"
"Male","1218"
"24",""
"Female","1758"
"Male","1274"
"25",""
"Female","2350"
"Male","1552"
"26",""
"Female","1695"
"Male","1205"
"27",""
"Female","1253"
"Male","1011"
"28",""
"Female","2173"
"Male","1539"
"29",""
"Female","767"
"Male","731"
"3",""
"Female","3226"
"Male","3286"
"30",""
"Female","2796"
"Male","1602"
"31",""
"Female","684"
"Male","599"
"32",""
"Female","1587"
"Male","1155"
"33",""
"Female","900"
"Male","672"
"34",""
"Female","936"
"Male","680"
"35",""
"Female","2640"
"Male","1687"
"36",""
"Female","1017"
"Male","802"
"37",""
"Female","658"
"Male","546"
"38",""
"Female","1335"
"Male","954"
"39",""
"Female","543"
"Male","414"
"4",""
"Female","3406"
"Male","3550"
"40",""
"Female","2706"
"Male","1636"
"41",""
"Female","476"
"Male","475"
"42",""
"Female","943"
"Male","777"
"43",""
"Female","546"
"Male","435"
"44",""
"Female","496"
"Male","430"
"45",""
"Female","1973"
"Male","1305"
"46",""
"Female","579"
"Male","484"
"47",""
"Female","417"
"Male","411"
"48",""
"Female","919"
"Male","803"
"49",""
"Female","351"
"Male","310"
"5",""
"Female","3330"
"Male","3603"
"50",""
"Female","2015"
"Male","1318"
"51",""
"Female","400"
"Male","331"
"52",""
"Female","616"
"Male","682"
"53",""
"Female","349"
"Male","358"
"54",""
"Female","417"
"Male","393"
"55",""
"Female","1269"
"Male","994"
"56",""
"Female","469"
"Male","432"
"57",""
"Female","359"
"Male","358"
"58",""
"Female","743"
"Male","630"
"59",""
"Female","324"
"Male","349"
"6",""
"Female","3168"
"Male","3250"
"60",""
"Female","1919"
"Male","1100"
"61",""
"Female","434"
"Male","348"
"62",""
"Female","718"
"Male","430"
"63",""
"Female","390"
"Male","292"
"64",""
"Female","361"
"Male","283"
"65",""
"Female","1421"
"Male","766"
"66",""
"Female","301"
"Male","238"
"67",""
"Female","267"
"Male","233"
"68",""
"Female","446"
"Male","430"
"69",""
"Female","129"
"Male","141"
"7",""
"Female","2978"
"Male","2780"
"70",""
"Female","943"
"Male","599"
"71",""
"Female","136"
"Male","144"
"72",""
"Female","289"
"Male","253"
"73",""
"Female","150"
"Male","132"
"74",""
"Female","105"
"Male","93"
"75",""
"Female","472"
"Male","271"
"76",""
"Female","107"
"Male","96"
"77",""
"Female","74"
"Male","60"
"78",""
"Female","131"
"Male","126"
"79",""
"Female","41"
"Male","50"
"8",""
"Female","3313"
"Male","3409"
"80",""
"Female","304"
"Male","177"
"81",""
"Female","36"
"Male","41"
"82",""
"Female","66"
"Male","43"
"83",""
"Female","29"
"Male","28"
"84",""
"Female","35"
"Male","28"
"85",""
"Female","238"
"Male","126"
"9",""
"Female","2580"
"Male","2659"
