"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","55"
"Cow Dung","33"
"Electricity","6"
"Kerosene","206"
"LP Gas","1131"
"Not stated","173"
"Others","59"
"Wood/Firewood","39720"
"Total","41383"
