"Population by Mother tongue","Number"
"Achhami",""
"Female","97"
"Male","35"
"Baitadeli",""
"Female","28"
"Male","26"
"Bajhangi",""
"Female","64"
"Male","13"
"Bangla",""
"Female","6"
"Male","5"
"Bhojpuri",""
"Female","20"
"Male","21"
"Doteli",""
"Female","104999"
"Male","83766"
"Gurung",""
"Female","7"
"Male","6"
"Hindi",""
"Female","21"
"Male","53"
"Kham",""
"Female","449"
"Male","433"
"Magar",""
"Female","1013"
"Male","1005"
"Maithili",""
"Female","67"
"Male","128"
"Nepali",""
"Female","6991"
"Male","7076"
"Newar",""
"Female","23"
"Male","24"
"Not Reported",""
"Female","29"
"Male","18"
"Others",""
"Female","164"
"Male","226"
"Sherpa",""
"Female","54"
"Male","46"
"Tamang",""
"Female","4"
"Male","8"
"Tharu",""
"Female","49"
"Male","78"
"Urdu",""
"Female","7"
"Male","11"
