"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2064"
"Cow Dung","40"
"Electricity Fuel","20"
"KeroseneFuel","46"
"LP Gas","1293"
"Not Sated about Fuel","89"
"OthersFuel","8"
"Wood/FireWood","8535"
"Total","12095"
