"Population by Caste Ethinicity","Number"
"Badi",""
"Female","25"
"Male","29"
"","54"
"Brahman - Hill",""
"Female","116"
"Male","108"
"","224"
"Chhetri",""
"Female","3686"
"Male","3850"
"","7536"
"Damai/Dholi",""
"Female","204"
"Male","211"
"","415"
"Gharti/Bhujel",""
"Female","12"
"Male","5"
"","17"
"Kami",""
"Female","1919"
"Male","1994"
"","3913"
"Magar",""
"Female","597"
"Male","556"
"","1153"
"Newar",""
"Female","10"
"Male","5"
"","15"
"Others",""
"Female","12"
"Male","5"
"","17"
"Sanyasi/Dasnami",""
"Female","180"
"Male","168"
"","348"
"Sarki",""
"Female","260"
"Male","265"
"","525"
"Thakuri",""
"Female","1941"
"Male","1925"
"","3866"
