"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","6"
"Electricity Fuel","0"
"KeroseneFuel","3"
"LP Gas","0"
"Not Sated about Fuel","11"
"OthersFuel","0"
"Wood/FireWood","3069"
"Total","3093"
