"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","418"
"Christianity","195"
"Hindu","35755"
"Islam","2827"
"Jainism","22"
"Kirat","130"
"Prakriti","317"
"Sikhism","0"
"Undefined","111"
"Total","39775"
