"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","88"
"Cow Dung","4637"
"Electricity Fuel","1"
"KeroseneFuel","92"
"LP Gas","807"
"Not Sated about Fuel","21"
"OthersFuel","281"
"Wood/FireWood","2082"
"Total","8009"
