"Population by Five Years Age Group","Number"
"0-4",""
"Female","789"
"Male","815"
"10-14",""
"Female","1430"
"Male","1396"
"15-19",""
"Female","1163"
"Male","1060"
"20-24",""
"Female","965"
"Male","563"
"25-29",""
"Female","915"
"Male","482"
"30-34",""
"Female","754"
"Male","454"
"35-39",""
"Female","659"
"Male","447"
"40-44",""
"Female","617"
"Male","473"
"45-49",""
"Female","539"
"Male","432"
"50-54",""
"Female","476"
"Male","460"
"55-59",""
"Female","386"
"Male","360"
"5-9",""
"Female","1124"
"Male","1092"
"60-64",""
"Female","394"
"Male","323"
"65-69",""
"Female","255"
"Male","244"
"70-74",""
"Female","179"
"Male","199"
"75+",""
"Female","342"
"Male","290"
