"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","313"
"Cow Dung","1"
"Electricity","6"
"Kerosene","21"
"LP Gas","1049"
"Not stated","30"
"Others","2"
"Wood/Firewood","3431"
"Total","4853"
