"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","3"
"LP Gas","2"
"Not Sated about Fuel","16"
"OthersFuel","0"
"Wood/FireWood","2399"
"Total","2422"
