"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","3"
"Cow Dung","13"
"Electricity","0"
"Kerosene","3"
"LP Gas","2"
"Not stated","8"
"Others","0"
"Wood/Firewood","3832"
"Total","3861"
