"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1557"
"Cow Dung","26"
"Electricity","5"
"Kerosene","30"
"LP Gas","1334"
"Not stated","150"
"Others","16"
"Wood/Firewood","6380"
"Total","9498"
