"Population by Single Year of Age","Number"
"0",""
"Female","299"
"Male","348"
"1",""
"Female","258"
"Male","295"
"10",""
"Female","464"
"Male","477"
"11",""
"Female","443"
"Male","436"
"12",""
"Female","464"
"Male","514"
"13",""
"Female","466"
"Male","481"
"14",""
"Female","462"
"Male","493"
"15",""
"Female","484"
"Male","524"
"16",""
"Female","517"
"Male","468"
"17",""
"Female","526"
"Male","438"
"18",""
"Female","555"
"Male","566"
"19",""
"Female","389"
"Male","336"
"2",""
"Female","302"
"Male","278"
"20",""
"Female","468"
"Male","356"
"21",""
"Female","454"
"Male","346"
"22",""
"Female","481"
"Male","336"
"23",""
"Female","429"
"Male","275"
"24",""
"Female","412"
"Male","244"
"25",""
"Female","465"
"Male","281"
"26",""
"Female","431"
"Male","267"
"27",""
"Female","393"
"Male","253"
"28",""
"Female","479"
"Male","285"
"29",""
"Female","287"
"Male","217"
"3",""
"Female","272"
"Male","270"
"30",""
"Female","500"
"Male","323"
"31",""
"Female","243"
"Male","209"
"32",""
"Female","403"
"Male","264"
"33",""
"Female","306"
"Male","197"
"34",""
"Female","275"
"Male","242"
"35",""
"Female","454"
"Male","340"
"36",""
"Female","315"
"Male","243"
"37",""
"Female","214"
"Male","201"
"38",""
"Female","327"
"Male","230"
"39",""
"Female","228"
"Male","194"
"4",""
"Female","324"
"Male","351"
"40",""
"Female","446"
"Male","419"
"41",""
"Female","216"
"Male","195"
"42",""
"Female","268"
"Male","243"
"43",""
"Female","236"
"Male","226"
"44",""
"Female","220"
"Male","188"
"45",""
"Female","349"
"Male","258"
"46",""
"Female","232"
"Male","236"
"47",""
"Female","166"
"Male","153"
"48",""
"Female","226"
"Male","241"
"49",""
"Female","175"
"Male","143"
"5",""
"Female","366"
"Male","383"
"50",""
"Female","309"
"Male","292"
"51",""
"Female","150"
"Male","174"
"52",""
"Female","197"
"Male","210"
"53",""
"Female","168"
"Male","169"
"54",""
"Female","142"
"Male","156"
"55",""
"Female","212"
"Male","200"
"56",""
"Female","149"
"Male","151"
"57",""
"Female","128"
"Male","152"
"58",""
"Female","156"
"Male","143"
"59",""
"Female","124"
"Male","131"
"6",""
"Female","372"
"Male","388"
"60",""
"Female","227"
"Male","235"
"61",""
"Female","120"
"Male","129"
"62",""
"Female","126"
"Male","103"
"63",""
"Female","101"
"Male","94"
"64",""
"Female","86"
"Male","107"
"65",""
"Female","144"
"Male","118"
"66",""
"Female","88"
"Male","83"
"67",""
"Female","101"
"Male","105"
"68",""
"Female","97"
"Male","118"
"69",""
"Female","60"
"Male","58"
"7",""
"Female","422"
"Male","408"
"70",""
"Female","118"
"Male","107"
"71",""
"Female","61"
"Male","66"
"72",""
"Female","67"
"Male","84"
"73",""
"Female","48"
"Male","68"
"74",""
"Female","43"
"Male","56"
"75",""
"Female","64"
"Male","63"
"76",""
"Female","31"
"Male","55"
"77",""
"Female","48"
"Male","34"
"78",""
"Female","59"
"Male","62"
"79",""
"Female","22"
"Male","28"
"8",""
"Female","410"
"Male","466"
"80",""
"Female","38"
"Male","38"
"81",""
"Female","19"
"Male","30"
"82",""
"Female","28"
"Male","20"
"83",""
"Female","18"
"Male","28"
"84",""
"Female","17"
"Male","17"
"85",""
"Female","104"
"Male","94"
"9",""
"Female","380"
"Male","378"
