"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","1"
"Electricity","0"
"Kerosene","3"
"LP Gas","1"
"Not stated","23"
"Others","0"
"Wood/Firewood","3937"
"Total","3969"
