"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","2524"
"Electricity Fuel","0"
"KeroseneFuel","136"
"LP Gas","15"
"Not Sated about Fuel","40"
"OthersFuel","35"
"Wood/FireWood","1731"
"Total","4485"
