"Population by Mother tongue","Number"
"Avadhi",""
"Female","86"
"Male","92"
"Bhojpuri",""
"Female","19095"
"Male","19614"
"Doteli",""
"Female","62"
"Male","66"
"Gurung",""
"Female","20"
"Male","13"
"Magar",""
"Female","46"
"Male","35"
"Maithili",""
"Female","2130"
"Male","2150"
"Nepali",""
"Female","1299"
"Male","1218"
"Newar",""
"Female","70"
"Male","60"
"Not Reported",""
"Female","29"
"Male","28"
"Others",""
"Female","22"
"Male","21"
"Santhali",""
"Female","8"
"Male","4"
"Tharu",""
"Female","413"
"Male","396"
"Urdu",""
"Female","98"
"Male","81"
