"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","39"
"Christianity","2"
"Hindu","31938"
"Islam","11638"
"Jainism","8"
"Kirat","34"
"Prakriti","246"
"Sikhism","0"
"Undefined","82"
"Total","43987"
