"Population by Mother tongue","Number"
"Bahing",""
"Female","14"
"Male","16"
"","30"
"Bangla",""
"Female","1071"
"Male","1057"
"","2128"
"Bhojpuri",""
"Female","18"
"Male","19"
"","37"
"Gurung",""
"Female","8"
"Male","5"
"","13"
"Hindi",""
"Female","58"
"Male","65"
"","123"
"Khaling",""
"Female","7"
"Male","6"
"","13"
"Limbu",""
"Female","28"
"Male","23"
"","51"
"Maithili",""
"Female","14292"
"Male","14694"
"","28986"
"Meche",""
"Female","44"
"Male","27"
"","71"
"Nepali",""
"Female","550"
"Male","529"
"","1079"
"Newar",""
"Female","7"
"Male","9"
"","16"
"Not Reported",""
"Female","76"
"Male","91"
"","167"
"Others",""
"Female","24"
"Male","23"
"","47"
"Rai",""
"Female","12"
"Male","7"
"","19"
"Sherpa",""
"Female","7"
"Male","6"
"","13"
"Sunuwar",""
"Female","3"
"Male","8"
"","11"
"Tamang",""
"Female","33"
"Male","22"
"","55"
"Uranw/Urau",""
"Female","1136"
"Male","1141"
"","2277"
"Urdu",""
"Female","4275"
"Male","4201"
"","8476"
"Yakkha",""
"Female","9"
"Male","5"
"","14"
