"Population by Single Year of Age","Number"
"0",""
"Female","115"
"Male","133"
"1",""
"Female","92"
"Male","109"
"10",""
"Female","151"
"Male","169"
"11",""
"Female","112"
"Male","112"
"12",""
"Female","143"
"Male","154"
"13",""
"Female","127"
"Male","118"
"14",""
"Female","104"
"Male","115"
"15",""
"Female","134"
"Male","96"
"16",""
"Female","96"
"Male","107"
"17",""
"Female","61"
"Male","63"
"18",""
"Female","101"
"Male","118"
"19",""
"Female","58"
"Male","65"
"2",""
"Female","121"
"Male","143"
"20",""
"Female","99"
"Male","94"
"21",""
"Female","43"
"Male","52"
"22",""
"Female","71"
"Male","79"
"23",""
"Female","57"
"Male","48"
"24",""
"Female","54"
"Male","38"
"25",""
"Female","110"
"Male","100"
"26",""
"Female","43"
"Male","47"
"27",""
"Female","50"
"Male","43"
"28",""
"Female","70"
"Male","62"
"29",""
"Female","17"
"Male","21"
"3",""
"Female","154"
"Male","148"
"30",""
"Female","133"
"Male","101"
"31",""
"Female","25"
"Male","26"
"32",""
"Female","50"
"Male","42"
"33",""
"Female","36"
"Male","26"
"34",""
"Female","20"
"Male","25"
"35",""
"Female","121"
"Male","133"
"36",""
"Female","29"
"Male","46"
"37",""
"Female","29"
"Male","19"
"38",""
"Female","55"
"Male","45"
"39",""
"Female","26"
"Male","18"
"4",""
"Female","133"
"Male","150"
"40",""
"Female","110"
"Male","115"
"41",""
"Female","26"
"Male","42"
"42",""
"Female","29"
"Male","40"
"43",""
"Female","22"
"Male","19"
"44",""
"Female","13"
"Male","16"
"45",""
"Female","84"
"Male","101"
"46",""
"Female","30"
"Male","26"
"47",""
"Female","17"
"Male","17"
"48",""
"Female","19"
"Male","33"
"49",""
"Female","11"
"Male","17"
"5",""
"Female","182"
"Male","138"
"50",""
"Female","95"
"Male","75"
"51",""
"Female","17"
"Male","23"
"52",""
"Female","24"
"Male","29"
"53",""
"Female","15"
"Male","21"
"54",""
"Female","21"
"Male","20"
"55",""
"Female","54"
"Male","62"
"56",""
"Female","12"
"Male","34"
"57",""
"Female","10"
"Male","25"
"58",""
"Female","21"
"Male","20"
"59",""
"Female","16"
"Male","17"
"6",""
"Female","137"
"Male","130"
"60",""
"Female","79"
"Male","84"
"61",""
"Female","16"
"Male","18"
"62",""
"Female","21"
"Male","21"
"63",""
"Female","15"
"Male","21"
"64",""
"Female","10"
"Male","13"
"65",""
"Female","52"
"Male","32"
"66",""
"Female","15"
"Male","6"
"67",""
"Female","11"
"Male","7"
"68",""
"Female","10"
"Male","16"
"69",""
"Female","4"
"Male","13"
"7",""
"Female","144"
"Male","104"
"70",""
"Female","59"
"Male","41"
"71",""
"Female","7"
"Male","8"
"72",""
"Female","11"
"Male","9"
"73",""
"Female","9"
"Male","8"
"74",""
"Female","1"
"Male","7"
"75",""
"Female","25"
"Male","11"
"76",""
"Female","8"
"Male","6"
"77",""
"Female","7"
"Male","1"
"78",""
"Female","5"
"Male","2"
"79",""
"Female","3"
"Male","2"
"8",""
"Female","124"
"Male","160"
"80",""
"Female","12"
"Male","16"
"81",""
"Female","6"
"Male","4"
"82",""
"Female","2"
"Male","2"
"83",""
"Female","2"
"Male","1"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","7"
"Male","14"
"9",""
"Female","118"
"Male","128"
