"Population by Mother tongue","Number"
"Bahing",""
"Female","1299"
"Male","1155"
"Magar",""
"Female","92"
"Male","81"
"Maithili",""
"Female","8"
"Male","14"
"Nepali",""
"Female","5244"
"Male","4483"
"Newar",""
"Female","168"
"Male","137"
"Not Reported",""
"Female","7"
"Male","6"
"Others",""
"Female","15"
"Male","19"
"Rai",""
"Female","26"
"Male","15"
"Sherpa",""
"Female","774"
"Male","717"
"Tamang",""
"Female","55"
"Male","55"
"Tharu",""
"Female","14"
"Male","14"
"Thulung",""
"Female","913"
"Male","818"
