"Population by Five Years Age Group","Number"
"0-4",""
"Female","880"
"Male","837"
"10-14",""
"Female","1440"
"Male","1344"
"15-19",""
"Female","1316"
"Male","1064"
"20-24",""
"Female","844"
"Male","475"
"25-29",""
"Female","697"
"Male","350"
"30-34",""
"Female","623"
"Male","325"
"35-39",""
"Female","620"
"Male","398"
"40-44",""
"Female","621"
"Male","420"
"45-49",""
"Female","545"
"Male","447"
"50-54",""
"Female","509"
"Male","459"
"55-59",""
"Female","428"
"Male","419"
"5-9",""
"Female","1055"
"Male","1069"
"60-64",""
"Female","385"
"Male","342"
"65-69",""
"Female","321"
"Male","314"
"70-74",""
"Female","268"
"Male","248"
"75+",""
"Female","360"
"Male","275"
