"Population by Mother tongue","Number"
"Bote",""
"Female","22"
"Male","10"
"","32"
"Darai",""
"Female","59"
"Male","43"
"","102"
"Doteli",""
"Female","26"
"Male","25"
"","51"
"Gurung",""
"Female","52"
"Male","42"
"","94"
"Khash",""
"Female","641"
"Male","444"
"","1085"
"Kumal",""
"Female","25"
"Male","18"
"","43"
"Magar",""
"Female","6639"
"Male","5645"
"","12284"
"Nepali",""
"Female","2799"
"Male","2271"
"","5070"
"Newar",""
"Female","164"
"Male","133"
"","297"
"Others",""
"Female","11"
"Male","12"
"","23"
"Sign Language",""
"Female","15"
"Male","13"
"","28"
"Urdu",""
"Female","6"
"Male","7"
"","13"
