"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","66"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","0"
"LP Gas","48"
"Not Sated about Fuel","9"
"OthersFuel","0"
"Wood/FireWood","3363"
"Total","3487"
