"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","160"
"Cow Dung","15"
"Electricity Fuel","1"
"KeroseneFuel","23"
"LP Gas","232"
"Not Sated about Fuel","17"
"OthersFuel","3"
"Wood/FireWood","6540"
"Total","6991"
