"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","3626"
"Christianity","1917"
"Hindu","18258"
"Islam","31"
"Jainism","0"
"Kirat","6681"
"Prakriti","24"
"Sikhism","0"
"Undefined","380"
"Total","30918"
