"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","92"
"Cow Dung","3223"
"Electricity Fuel","8"
"KeroseneFuel","227"
"LP Gas","1693"
"Not Sated about Fuel","279"
"OthersFuel","40"
"Wood/FireWood","13127"
"Total","18689"
