"Population by Mother tongue","Number"
"Bangla",""
"Female","7"
"Male","10"
"","17"
"Bhojpuri",""
"Female","53014"
"Male","57068"
"","110082"
"Chhantyal",""
"Female","12"
"Male","3"
"","15"
"Doteli",""
"Female","19"
"Male","15"
"","34"
"Hindi",""
"Female","38"
"Male","36"
"","74"
"Limbu",""
"Female","82"
"Male","69"
"","151"
"Maithili",""
"Female","1732"
"Male","1840"
"","3572"
"Nepali",""
"Female","1782"
"Male","1838"
"","3620"
"Newar",""
"Female","108"
"Male","102"
"","210"
"Not Reported",""
"Female","195"
"Male","198"
"","393"
"Others",""
"Female","16"
"Male","12"
"","28"
"Rai",""
"Female","6"
"Male","6"
"","12"
"Rajsthani",""
"Female","46"
"Male","58"
"","104"
"Tamang",""
"Female","22"
"Male","23"
"","45"
"Tharu",""
"Female","943"
"Male","985"
"","1928"
"Urdu",""
"Female","1333"
"Male","1372"
"","2705"
"Yakkha",""
"Female","21"
"Male","13"
"","34"
