"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","6"
"Christianity","0"
"Hindu","32636"
"Islam","2734"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","0"
"Undefined","147"
"Total","35524"
