"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","318"
"Male","285"
"","603"
"Bin",""
"Female","779"
"Male","751"
"","1530"
"Brahman - Hill",""
"Female","238"
"Male","269"
"","507"
"Brahman - Tarai",""
"Female","2772"
"Male","2882"
"","5654"
"Chamar/ Harijan/ Ram",""
"Female","698"
"Male","667"
"","1365"
"Chhetri",""
"Female","146"
"Male","126"
"","272"
"Damai/Dholi",""
"Female","14"
"Male","10"
"","24"
"Dhankar/ Dharikar",""
"Female","71"
"Male","73"
"","144"
"Dhanuk",""
"Female","1895"
"Male","1734"
"","3629"
"Dhobi",""
"Female","230"
"Male","220"
"","450"
"Dhunia",""
"Female","133"
"Male","137"
"","270"
"Dom",""
"Female","11"
"Male","6"
"","17"
"Dusadh/ Pasawan/ Pasi",""
"Female","587"
"Male","646"
"","1233"
"Gaderi/Bhedihar",""
"Female","231"
"Male","238"
"","469"
"Hajam/Thakur",""
"Female","240"
"Male","246"
"","486"
"Halkhor",""
"Female","6"
"Male","6"
"","12"
"Halwai",""
"Female","269"
"Male","291"
"","560"
"Kalwar",""
"Female","42"
"Male","36"
"","78"
"Kami",""
"Female","55"
"Male","45"
"","100"
"Kanu",""
"Female","42"
"Male","36"
"","78"
"Kathabaniyan",""
"Female","45"
"Male","38"
"","83"
"Kayastha",""
"Female","47"
"Male","50"
"","97"
"Kewat",""
"Female","484"
"Male","501"
"","985"
"Khatwe",""
"Female","540"
"Male","431"
"","971"
"Koiri/Kushwaha",""
"Female","30"
"Male","19"
"","49"
"Kumhar",""
"Female","33"
"Male","35"
"","68"
"Kurmi",""
"Female","22"
"Male","23"
"","45"
"Lohar",""
"Female","117"
"Male","111"
"","228"
"Magar",""
"Female","14"
"Male","15"
"","29"
"Mali",""
"Female","129"
"Male","98"
"","227"
"Musahar",""
"Female","356"
"Male","381"
"","737"
"Musalman",""
"Female","1441"
"Male","1296"
"","2737"
"Nuniya",""
"Female","801"
"Male","889"
"","1690"
"Others",""
"Female","31"
"Male","13"
"","44"
"Rai",""
"Female","13"
"Male","11"
"","24"
"Sarki",""
"Female","9"
"Male","6"
"","15"
"Sonar",""
"Female","177"
"Male","186"
"","363"
"Sudhi",""
"Female","589"
"Male","671"
"","1260"
"Sunuwar",""
"Female","64"
"Male","50"
"","114"
"Tatma/Tatwa",""
"Female","1094"
"Male","1142"
"","2236"
"Teli",""
"Female","683"
"Male","747"
"","1430"
"Terai Others",""
"Female","254"
"Male","227"
"","481"
"Tharu",""
"Female","7"
"Male","5"
"","12"
"Undefined Others",""
"Female","21"
"Male","13"
"","34"
"Yadav",""
"Female","2021"
"Male","2063"
"","4084"
