"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","12"
"Cow Dung","2450"
"Electricity Fuel","1"
"KeroseneFuel","59"
"LP Gas","248"
"Not Sated about Fuel","34"
"OthersFuel","120"
"Wood/FireWood","3566"
"Total","6490"
