"Population by Religion","Number"
"Bahai","24"
"Bon","17"
"Buddism","4986"
"Christianity","1115"
"Hindu","461070"
"Islam","103838"
"Jainism","2"
"Kirat","20"
"Prakriti","95"
"Sikhism","23"
"Undefined","746"
"Total","571936"
