"Population by Mother tongue","Number"
"Avadhi",""
"Female","138635"
"Male","145954"
"","284589"
"Bangla",""
"Female","9"
"Male","9"
"","18"
"Bhojpuri",""
"Female","652"
"Male","691"
"","1343"
"Bote",""
"Female","7"
"Male","8"
"","15"
"Danuwar",""
"Female","8"
"Male","6"
"","14"
"Doteli",""
"Female","144"
"Male","147"
"","291"
"English",""
"Female","7"
"Male","8"
"","15"
"Gurung",""
"Female","261"
"Male","220"
"","481"
"Hindi",""
"Female","1176"
"Male","1185"
"","2361"
"Kham",""
"Female","152"
"Male","135"
"","287"
"Limbu",""
"Female","26"
"Male","21"
"","47"
"Magar",""
"Female","5069"
"Male","4520"
"","9589"
"Maithili",""
"Female","2356"
"Male","2499"
"","4855"
"Nepali",""
"Female","52212"
"Male","44383"
"","96595"
"Newar",""
"Female","583"
"Male","549"
"","1132"
"Not Reported",""
"Female","416"
"Male","462"
"","878"
"Others",""
"Female","200"
"Male","122"
"","322"
"Punjabi",""
"Female","6"
"Male","6"
"","12"
"Rai",""
"Female","85"
"Male","79"
"","164"
"Raji",""
"Female","9"
"Male","8"
"","17"
"Rajsthani",""
"Female","34"
"Male","35"
"","69"
"Santhali",""
"Female","5"
"Male","6"
"","11"
"Sherpa",""
"Female","111"
"Male","124"
"","235"
"Tamang",""
"Female","78"
"Male","61"
"","139"
"Thakali",""
"Female","23"
"Male","27"
"","50"
"Tharu",""
"Female","33079"
"Male","31408"
"","64487"
"Uranw/Urau",""
"Female","30"
"Male","38"
"","68"
"Urdu",""
"Female","50789"
"Male","50882"
"","101671"
"Yakkha",""
"Female","33"
"Male","46"
"","79"
