"Population by Mother tongue","Number"
"Gurung",""
"Female","6"
"Male","9"
"","15"
"Jirel",""
"Female","1781"
"Male","1538"
"","3319"
"Magar",""
"Female","11"
"Male","9"
"","20"
"Maithili",""
"Female","22"
"Male","38"
"","60"
"Nepali",""
"Female","3712"
"Male","3099"
"","6811"
"Newar",""
"Female","133"
"Male","125"
"","258"
"Others",""
"Female","16"
"Male","9"
"","25"
"Rai",""
"Female","12"
"Male","10"
"","22"
"Sherpa",""
"Female","1394"
"Male","1209"
"","2603"
"Sunuwar",""
"Female","400"
"Male","316"
"","716"
"Tamang",""
"Female","881"
"Male","770"
"","1651"
"Tharu",""
"Female","6"
"Male","9"
"","15"
