"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","4600"
"Christianity","568"
"Hindu","7487"
"Islam","2"
"Jainism","0"
"Kirat","2"
"Prakriti","3173"
"Sikhism","0"
"Undefined","4"
"Total","15837"
