"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","0"
"Electricity Fuel","2"
"KeroseneFuel","11"
"LP Gas","303"
"Not Sated about Fuel","6"
"OthersFuel","2"
"Wood/FireWood","3526"
"Total","3854"
