"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","186"
"Male","187"
"","373"
"Chhetri",""
"Female","2404"
"Male","1962"
"","4366"
"Damai/Dholi",""
"Female","225"
"Male","182"
"","407"
"Gharti/Bhujel",""
"Female","43"
"Male","31"
"","74"
"Gurung",""
"Female","27"
"Male","18"
"","45"
"Jirel",""
"Female","1810"
"Male","1550"
"","3360"
"Kami",""
"Female","340"
"Male","288"
"","628"
"Magar",""
"Female","11"
"Male","10"
"","21"
"Newar",""
"Female","395"
"Male","360"
"","755"
"Others",""
"Female","31"
"Male","38"
"","69"
"Rai",""
"Female","21"
"Male","20"
"","41"
"Sanyasi/Dasnami",""
"Female","23"
"Male","27"
"","50"
"Sherpa",""
"Female","1494"
"Male","1298"
"","2792"
"Sunuwar",""
"Female","415"
"Male","330"
"","745"
"Tamang",""
"Female","933"
"Male","815"
"","1748"
"Teli",""
"Female","5"
"Male","6"
"","11"
"Tharu",""
"Female","6"
"Male","9"
"","15"
"Yadav",""
"Female","5"
"Male","10"
"","15"
