"Population by Mother tongue","Number"
"Bajjika",""
"Female","11434"
"Male","12175"
"","23609"
"Bangla",""
"Female","37"
"Male","35"
"","72"
"Bhojpuri",""
"Female","241"
"Male","241"
"","482"
"Limbu",""
"Female","13"
"Male","12"
"","25"
"Maithili",""
"Female","178"
"Male","217"
"","395"
"Mewahang",""
"Female","64"
"Male","56"
"","120"
"Nepali",""
"Female","133"
"Male","111"
"","244"
"Not Reported",""
"Female","14"
"Male","18"
"","32"
"Others",""
"Female","22"
"Male","14"
"","36"
"Sunuwar",""
"Female","17"
"Male","13"
"","30"
"Urdu",""
"Female","3539"
"Male","3559"
"","7098"
