"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","14"
"Cow Dung","3305"
"Electricity Fuel","1"
"KeroseneFuel","70"
"LP Gas","12"
"Not Sated about Fuel","64"
"OthersFuel","16"
"Wood/FireWood","1209"
"Total","4691"
