"Population by Single Year of Age","Number"
"0",""
"Female","140"
"Male","170"
"1",""
"Female","135"
"Male","148"
"10",""
"Female","180"
"Male","164"
"11",""
"Female","152"
"Male","149"
"12",""
"Female","188"
"Male","176"
"13",""
"Female","164"
"Male","185"
"14",""
"Female","175"
"Male","143"
"15",""
"Female","189"
"Male","144"
"16",""
"Female","179"
"Male","153"
"17",""
"Female","156"
"Male","138"
"18",""
"Female","156"
"Male","136"
"19",""
"Female","125"
"Male","66"
"2",""
"Female","142"
"Male","149"
"20",""
"Female","125"
"Male","103"
"21",""
"Female","103"
"Male","74"
"22",""
"Female","117"
"Male","56"
"23",""
"Female","91"
"Male","43"
"24",""
"Female","100"
"Male","47"
"25",""
"Female","158"
"Male","82"
"26",""
"Female","101"
"Male","56"
"27",""
"Female","67"
"Male","43"
"28",""
"Female","116"
"Male","83"
"29",""
"Female","66"
"Male","36"
"3",""
"Female","163"
"Male","152"
"30",""
"Female","126"
"Male","66"
"31",""
"Female","71"
"Male","41"
"32",""
"Female","83"
"Male","49"
"33",""
"Female","73"
"Male","43"
"34",""
"Female","46"
"Male","32"
"35",""
"Female","105"
"Male","82"
"36",""
"Female","78"
"Male","66"
"37",""
"Female","76"
"Male","66"
"38",""
"Female","84"
"Male","50"
"39",""
"Female","55"
"Male","41"
"4",""
"Female","164"
"Male","142"
"40",""
"Female","113"
"Male","84"
"41",""
"Female","55"
"Male","30"
"42",""
"Female","71"
"Male","41"
"43",""
"Female","54"
"Male","45"
"44",""
"Female","65"
"Male","38"
"45",""
"Female","133"
"Male","81"
"46",""
"Female","56"
"Male","49"
"47",""
"Female","36"
"Male","21"
"48",""
"Female","74"
"Male","58"
"49",""
"Female","62"
"Male","56"
"5",""
"Female","160"
"Male","127"
"50",""
"Female","126"
"Male","125"
"51",""
"Female","50"
"Male","41"
"52",""
"Female","60"
"Male","47"
"53",""
"Female","51"
"Male","34"
"54",""
"Female","50"
"Male","45"
"55",""
"Female","71"
"Male","80"
"56",""
"Female","38"
"Male","47"
"57",""
"Female","41"
"Male","36"
"58",""
"Female","51"
"Male","44"
"59",""
"Female","46"
"Male","53"
"6",""
"Female","154"
"Male","157"
"60",""
"Female","141"
"Male","113"
"61",""
"Female","50"
"Male","39"
"62",""
"Female","55"
"Male","37"
"63",""
"Female","30"
"Male","36"
"64",""
"Female","51"
"Male","31"
"65",""
"Female","64"
"Male","77"
"66",""
"Female","26"
"Male","27"
"67",""
"Female","31"
"Male","24"
"68",""
"Female","41"
"Male","41"
"69",""
"Female","18"
"Male","13"
"7",""
"Female","147"
"Male","124"
"70",""
"Female","85"
"Male","66"
"71",""
"Female","29"
"Male","32"
"72",""
"Female","47"
"Male","47"
"73",""
"Female","41"
"Male","22"
"74",""
"Female","19"
"Male","22"
"75",""
"Female","32"
"Male","40"
"76",""
"Female","22"
"Male","19"
"77",""
"Female","11"
"Male","15"
"78",""
"Female","20"
"Male","20"
"79",""
"Female","14"
"Male","17"
"8",""
"Female","174"
"Male","156"
"80",""
"Female","33"
"Male","26"
"81",""
"Female","8"
"Male","8"
"82",""
"Female","15"
"Male","13"
"83",""
"Female","5"
"Male","14"
"84",""
"Female","9"
"Male","14"
"85",""
"Female","28"
"Male","36"
"9",""
"Female","150"
"Male","160"
