"Population by Religion","Number"
"Bahai","4"
"Bon","700"
"Buddism","40571"
"Christianity","5824"
"Hindu","759046"
"Islam","72428"
"Jainism","38"
"Kirat","246"
"Prakriti","186"
"Sikhism","18"
"Undefined","1135"
"Total","880196"
