"Agricultural land use area","Hectare"
"Area under arable land","66276.00"
"Area under meadows and pasture","118.00"
"Area under permanent crops","678.00"
"Area under Temporary crops","65796.00"
"Area under temporary fallow","418.00"
"Area under temporary meadows","62.00"
"Other land","3442.00"
"Ponds","546.00"
"Woodland and forest","128.00"
"Total","137464.00"
