"Population by Literacy Status","Number"
"Literate",""
"Female","248329"
"Male","304781"
"","553110"
"Not Read/Write",""
"Female","150482"
"Male","72068"
"","222550"
"Not Stated",""
"Female","580"
"Male","315"
"","895"
"Read Only",""
"Female","9609"
"Male","8667"
"","18276"
