"Population by Caste Ethinicity","Number"
"Badi",""
"Female","107"
"Male","90"
"","197"
"Bhote",""
"Female","49"
"Male","39"
"","88"
"Brahman - Hill",""
"Female","916"
"Male","828"
"","1744"
"Chhetri",""
"Female","6113"
"Male","5814"
"","11927"
"Dalit Others",""
"Female","31"
"Male","35"
"","66"
"Damai/Dholi",""
"Female","141"
"Male","158"
"","299"
"Dura",""
"Female","6"
"Male","7"
"","13"
"Gurung",""
"Female","27"
"Male","18"
"","45"
"Kami",""
"Female","1076"
"Male","1054"
"","2130"
"Limbu",""
"Female","14"
"Male","14"
"","28"
"Lohar",""
"Female","6"
"Male","6"
"","12"
"Magar",""
"Female","1334"
"Male","1305"
"","2639"
"Newar",""
"Female","43"
"Male","52"
"","95"
"Others",""
"Female","24"
"Male","27"
"","51"
"Rai",""
"Female","16"
"Male","17"
"","33"
"Sanyasi/Dasnami",""
"Female","30"
"Male","35"
"","65"
"Sarki",""
"Female","454"
"Male","407"
"","861"
"Tamang",""
"Female","22"
"Male","20"
"","42"
"Terai Others",""
"Female","6"
"Male","6"
"","12"
"Thakuri",""
"Female","253"
"Male","224"
"","477"
