"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6"
"Cow Dung","10"
"Electricity Fuel","0"
"KeroseneFuel","6"
"LP Gas","31"
"Not Sated about Fuel","8"
"OthersFuel","2"
"Wood/FireWood","3745"
"Total","3808"
