"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","3139"
"Electricity Fuel","0"
"KeroseneFuel","56"
"LP Gas","41"
"Not Sated about Fuel","9"
"OthersFuel","3"
"Wood/FireWood","214"
"Total","3469"
