"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","18"
"Cow Dung","5"
"Electricity Fuel","0"
"KeroseneFuel","8"
"LP Gas","9"
"Not Sated about Fuel","24"
"OthersFuel","1"
"Wood/FireWood","3488"
"Total","3553"
