"Population by Five Years Age Group","Number"
"0-4",""
"Female","6888"
"Male","7110"
"10-14",""
"Female","10672"
"Male","10391"
"15-19",""
"Female","9698"
"Male","8284"
"20-24",""
"Female","6770"
"Male","4157"
"25-29",""
"Female","5233"
"Male","3473"
"30-34",""
"Female","4296"
"Male","3055"
"35-39",""
"Female","4392"
"Male","3180"
"40-44",""
"Female","4343"
"Male","3546"
"45-49",""
"Female","3764"
"Male","3300"
"50-54",""
"Female","3446"
"Male","3223"
"55-59",""
"Female","2676"
"Male","2554"
"5-9",""
"Female","8793"
"Male","8761"
"60-64",""
"Female","2613"
"Male","2314"
"65-69",""
"Female","1964"
"Male","1894"
"70-74",""
"Female","1604"
"Male","1537"
"75+",""
"Female","2145"
"Male","1908"
