"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","50"
"Christianity","147"
"Hindu","35775"
"Islam","57"
"Jainism","0"
"Kirat","1"
"Prakriti","0"
"Sikhism","0"
"Undefined","6"
"Total","36038"
