"Population by Five Years Age Group","Number"
"0-4",""
"Female","391"
"Male","424"
"10-14",""
"Female","355"
"Male","352"
"15-19",""
"Female","220"
"Male","241"
"20-24",""
"Female","212"
"Male","186"
"25-29",""
"Female","179"
"Male","188"
"30-34",""
"Female","140"
"Male","150"
"35-39",""
"Female","144"
"Male","156"
"40-44",""
"Female","115"
"Male","147"
"45-49",""
"Female","105"
"Male","97"
"50-54",""
"Female","69"
"Male","81"
"55-59",""
"Female","54"
"Male","95"
"5-9",""
"Female","417"
"Male","386"
"60-64",""
"Female","76"
"Male","73"
"65-69",""
"Female","34"
"Male","34"
"70-74",""
"Female","11"
"Male","14"
"75+",""
"Female","11"
"Male","8"
