"Population by Single Year of Age","Number"
"0",""
"Female","73"
"Male","96"
"1",""
"Female","43"
"Male","60"
"10",""
"Female","90"
"Male","73"
"11",""
"Female","75"
"Male","80"
"12",""
"Female","68"
"Male","61"
"13",""
"Female","77"
"Male","77"
"14",""
"Female","45"
"Male","61"
"15",""
"Female","52"
"Male","53"
"16",""
"Female","49"
"Male","70"
"17",""
"Female","37"
"Male","27"
"18",""
"Female","46"
"Male","62"
"19",""
"Female","36"
"Male","29"
"2",""
"Female","88"
"Male","73"
"20",""
"Female","50"
"Male","37"
"21",""
"Female","39"
"Male","41"
"22",""
"Female","39"
"Male","46"
"23",""
"Female","46"
"Male","31"
"24",""
"Female","38"
"Male","31"
"25",""
"Female","54"
"Male","45"
"26",""
"Female","35"
"Male","42"
"27",""
"Female","36"
"Male","29"
"28",""
"Female","34"
"Male","43"
"29",""
"Female","20"
"Male","29"
"3",""
"Female","95"
"Male","95"
"30",""
"Female","42"
"Male","34"
"31",""
"Female","19"
"Male","31"
"32",""
"Female","28"
"Male","39"
"33",""
"Female","26"
"Male","25"
"34",""
"Female","25"
"Male","21"
"35",""
"Female","61"
"Male","41"
"36",""
"Female","20"
"Male","34"
"37",""
"Female","20"
"Male","26"
"38",""
"Female","22"
"Male","31"
"39",""
"Female","21"
"Male","24"
"4",""
"Female","92"
"Male","100"
"40",""
"Female","43"
"Male","48"
"41",""
"Female","21"
"Male","30"
"42",""
"Female","20"
"Male","34"
"43",""
"Female","16"
"Male","19"
"44",""
"Female","15"
"Male","16"
"45",""
"Female","38"
"Male","27"
"46",""
"Female","21"
"Male","19"
"47",""
"Female","12"
"Male","23"
"48",""
"Female","20"
"Male","17"
"49",""
"Female","14"
"Male","11"
"5",""
"Female","89"
"Male","81"
"50",""
"Female","28"
"Male","24"
"51",""
"Female","23"
"Male","18"
"52",""
"Female","7"
"Male","23"
"53",""
"Female","6"
"Male","10"
"54",""
"Female","5"
"Male","6"
"55",""
"Female","22"
"Male","22"
"56",""
"Female","14"
"Male","15"
"57",""
"Female","3"
"Male","17"
"58",""
"Female","12"
"Male","24"
"59",""
"Female","3"
"Male","17"
"6",""
"Female","100"
"Male","83"
"60",""
"Female","32"
"Male","19"
"61",""
"Female","17"
"Male","16"
"62",""
"Female","14"
"Male","19"
"63",""
"Female","8"
"Male","14"
"64",""
"Female","5"
"Male","5"
"65",""
"Female","16"
"Male","18"
"66",""
"Female","8"
"Male","7"
"67",""
"Female","4"
"Male","4"
"68",""
"Female","4"
"Male","3"
"69",""
"Female","2"
"Male","2"
"7",""
"Female","75"
"Male","79"
"70",""
"Female","6"
"Male","4"
"71",""
"Female","3"
"Male","2"
"72",""
"Female","0"
"Male","4"
"73",""
"Female","1"
"Male","3"
"74",""
"Female","1"
"Male","1"
"75",""
"Female","4"
"Male","3"
"76",""
"Female","0"
"Male","1"
"77",""
"Female","0"
"Male","1"
"79",""
"Female","2"
"Male","0"
"8",""
"Female","69"
"Male","72"
"80",""
"Female","1"
"Male","0"
"82",""
"Female","1"
"Male","0"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","2"
"Male","3"
"9",""
"Female","84"
"Male","71"
