"Population by Mother tongue","Number"
"Avadhi",""
"Female","1240"
"Male","1270"
"","2510"
"Bhojpuri",""
"Female","72"
"Male","86"
"","158"
"Bote",""
"Female","7"
"Male","8"
"","15"
"Danuwar",""
"Female","8"
"Male","6"
"","14"
"Doteli",""
"Female","5"
"Male","6"
"","11"
"Gurung",""
"Female","160"
"Male","130"
"","290"
"Hindi",""
"Female","56"
"Male","69"
"","125"
"Magar",""
"Female","1882"
"Male","1512"
"","3394"
"Maithili",""
"Female","73"
"Male","77"
"","150"
"Nepali",""
"Female","22067"
"Male","17978"
"","40045"
"Newar",""
"Female","162"
"Male","142"
"","304"
"Not Reported",""
"Female","34"
"Male","34"
"","68"
"Others",""
"Female","23"
"Male","19"
"","42"
"Sherpa",""
"Female","8"
"Male","9"
"","17"
"Tamang",""
"Female","17"
"Male","12"
"","29"
"Thakali",""
"Female","11"
"Male","10"
"","21"
"Tharu",""
"Female","14039"
"Male","13141"
"","27180"
"Urdu",""
"Female","445"
"Male","424"
"","869"
