"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","28"
"Male","29"
"Badi",""
"Female","27"
"Male","19"
"Bantaba",""
"Female","6"
"Male","6"
"Brahman - Hill",""
"Female","1003"
"Male","867"
"Chamling",""
"Female","18"
"Male","13"
"Chhetri",""
"Female","1947"
"Male","1627"
"Damai/Dholi",""
"Female","283"
"Male","213"
"Gharti/Bhujel",""
"Female","245"
"Male","192"
"Gurung",""
"Female","650"
"Male","533"
"Hajam/Thakur",""
"Female","8"
"Male","4"
"Kami",""
"Female","371"
"Male","310"
"Limbu",""
"Female","757"
"Male","630"
"Magar",""
"Female","22"
"Male","30"
"Mali",""
"Female","9"
"Male","8"
"Newar",""
"Female","157"
"Male","145"
"Others",""
"Female","20"
"Male","14"
"Rai",""
"Female","274"
"Male","251"
"Samgpang",""
"Female","6"
"Male","9"
"Sanyasi/Dasnami",""
"Female","11"
"Male","10"
"Sarki",""
"Female","212"
"Male","184"
"Sherpa",""
"Female","376"
"Male","302"
"Tamang",""
"Female","851"
"Male","719"
"Thulung",""
"Female","22"
"Male","26"
"Undefined Others",""
"Female","5"
"Male","9"
"Yakkha",""
"Female","530"
"Male","469"
"Yamphu",""
"Female","9"
"Male","4"
