"Population by Mother tongue","Number"
"Bajjika",""
"Female","15409"
"Male","16492"
"","31901"
"Bangla",""
"Female","66"
"Male","60"
"","126"
"Bhojpuri",""
"Female","18"
"Male","14"
"","32"
"Maithili",""
"Female","271"
"Male","290"
"","561"
"Nepali",""
"Female","176"
"Male","169"
"","345"
"Newar",""
"Female","145"
"Male","148"
"","293"
"Not Reported",""
"Female","79"
"Male","92"
"","171"
"Others",""
"Female","13"
"Male","7"
"","20"
"Rai",""
"Female","48"
"Male","48"
"","96"
"Rajbanshi",""
"Female","11"
"Male","18"
"","29"
"Sherpa",""
"Female","5"
"Male","6"
"","11"
"Urdu",""
"Female","3464"
"Male","3361"
"","6825"
